(byte: 00 | bit: 0 | Sbox_index: 0 | index: 78160 | nb shares: 10)  00 =>  0.185789  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 21 | index: 89054 | nb shares: 3)  d3 =>  0.194915  /  0.141460
(byte: 07 | bit: 0 | Sbox_index: 22 | index: 86854 | nb shares: 3)  d3 =>  0.278357  /  0.120600
(byte: 07 | bit: 0 | Sbox_index: 23 | index: 89054 | nb shares: 3)  d3 =>  0.404824  /  0.207953
(byte: 07 | bit: 0 | Sbox_index: 24 | index: 86794 | nb shares: 3)  d3 =>  0.330508  /  0.220991
(byte: 07 | bit: 0 | Sbox_index: 25 | index: 87061 | nb shares: 3)  d3 =>  0.175359  /  0.147979
(byte: 07 | bit: 0 | Sbox_index: 26 | index: 88052 | nb shares: 2)  d3 =>  0.304433  /  0.121904
(byte: 07 | bit: 0 | Sbox_index: 27 | index: 86519 | nb shares: 3)  d3 =>  0.215776  /  0.103651
(byte: 07 | bit: 0 | Sbox_index: 28 | index: 86854 | nb shares: 3)  d3 =>  0.189700  /  0.153194
(byte: 07 | bit: 0 | Sbox_index: 29 | index: 87421 | nb shares: 2)  00 =>  0.147979  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 30 | index: 89054 | nb shares: 3)  d3 =>  0.189700  /  0.110169
(byte: 07 | bit: 0 | Sbox_index: 31 | index: 88646 | nb shares: 3)  00 =>  0.093220  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 32 | index: 86519 | nb shares: 3)  d3 =>  0.210561  /  0.119296
(byte: 07 | bit: 0 | Sbox_index: 33 | index: 85501 | nb shares: 2)  00 =>  0.082790  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 34 | index: 88564 | nb shares: 3)  d3 =>  0.224902  /  0.123207
(byte: 07 | bit: 0 | Sbox_index: 35 | index: 78151 | nb shares: 3)  00 =>  0.078879  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 36 | index: 89677 | nb shares: 3)  d3 =>  0.227510  /  0.121904
(byte: 07 | bit: 0 | Sbox_index: 37 | index: 86298 | nb shares: 2)  00 =>  0.091917  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 38 | index: 88052 | nb shares: 2)  d3 =>  0.304433  /  0.121904
(byte: 07 | bit: 0 | Sbox_index: 39 | index: 86532 | nb shares: 2)  00 =>  0.115385  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 40 | index: 89054 | nb shares: 3)  d3 =>  0.150587  /  0.131030
(byte: 07 | bit: 0 | Sbox_index: 41 | index: 84164 | nb shares: 2)  00 =>  0.084094  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 42 | index: 87061 | nb shares: 3)  d3 =>  0.142764  /  0.115385
(byte: 07 | bit: 0 | Sbox_index: 43 | index: 90376 | nb shares: 2)  00 =>  0.192308  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 44 | index: 85319 | nb shares: 6)  2c =>  0.125815  /  0.120600
(byte: 07 | bit: 0 | Sbox_index: 45 | index: 82115 | nb shares: 4)  00 =>  0.082790  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 46 | index: 86854 | nb shares: 3)  d3 =>  0.189700  /  0.153194
(byte: 07 | bit: 0 | Sbox_index: 47 | index: 85983 | nb shares: 11)  00 =>  0.073664  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 48 | index: 89054 | nb shares: 3)  d3 =>  0.189700  /  0.110169
(byte: 07 | bit: 0 | Sbox_index: 49 | index: 89197 | nb shares: 3)  00 =>  0.082790  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 50 | index: 86519 | nb shares: 3)  d3 =>  0.210561  /  0.119296
(byte: 07 | bit: 0 | Sbox_index: 51 | index: 88290 | nb shares: 2)  00 =>  0.175359  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 52 | index: 88564 | nb shares: 3)  d3 =>  0.224902  /  0.123207
(byte: 07 | bit: 0 | Sbox_index: 53 | index: 90512 | nb shares: 2)  00 =>  0.081486  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 54 | index: 89677 | nb shares: 3)  d3 =>  0.227510  /  0.121904
(byte: 07 | bit: 0 | Sbox_index: 55 | index: 85216 | nb shares: 7)  00 =>  0.085398  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 56 | index: 88052 | nb shares: 2)  d3 =>  0.304433  /  0.121904
(byte: 07 | bit: 0 | Sbox_index: 57 | index: 89773 | nb shares: 2)  00 =>  0.117992  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 58 | index: 89054 | nb shares: 3)  d3 =>  0.150587  /  0.131030
(byte: 07 | bit: 0 | Sbox_index: 59 | index: 86493 | nb shares: 2)  00 =>  0.123207  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 60 | index: 87061 | nb shares: 3)  d3 =>  0.142764  /  0.115385
(byte: 07 | bit: 0 | Sbox_index: 61 | index: 100891 | nb shares: 2)  00 =>  0.176662  /  0.000000
(byte: 07 | bit: 0 | Sbox_index: 62 | index: 85319 | nb shares: 6)  2c =>  0.125815  /  0.120600
(byte: 07 | bit: 0 | Sbox_index: 63 | index: 95678 | nb shares: 2)  00 =>  0.089309  /  0.000000
count: 26/64

(byte: 08 | bit: 0 | Sbox_index: 0 | index: 89582 | nb shares: 2)  00 =>  0.249674  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 1 | index: 87695 | nb shares: 2)  00 =>  0.088005  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 2 | index: 87765 | nb shares: 10)  00 =>  0.144068  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 3 | index: 90339 | nb shares: 2)  00 =>  0.101043  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 4 | index: 89324 | nb shares: 6)  00 =>  0.078879  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 5 | index: 89859 | nb shares: 2)  00 =>  0.265319  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 6 | index: 88981 | nb shares: 3)  00 =>  0.084094  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 7 | index: 90274 | nb shares: 2)  00 =>  0.158409  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 8 | index: 90621 | nb shares: 6)  00 =>  0.097132  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 9 | index: 92728 | nb shares: 6)  00 =>  0.076271  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 10 | index: 81446 | nb shares: 4)  00 =>  0.077575  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 11 | index: 95671 | nb shares: 2)  00 =>  0.073664  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 12 | index: 93412 | nb shares: 2)  00 =>  0.080183  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 13 | index: 87695 | nb shares: 2)  00 =>  0.099739  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 14 | index: 94320 | nb shares: 12)  00 =>  0.084094  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 15 | index: 89437 | nb shares: 2)  00 =>  0.107562  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 16 | index: 88601 | nb shares: 2)  00 =>  0.103651  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 17 | index: 77331 | nb shares: 8)  00 =>  0.076271  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 18 | index: 89603 | nb shares: 6)  b7 =>  0.339635  /  0.164928
(byte: 08 | bit: 0 | Sbox_index: 19 | index: 88981 | nb shares: 3)  b7 =>  0.393090  /  0.170143
(byte: 08 | bit: 0 | Sbox_index: 20 | index: 90034 | nb shares: 3)  b7 =>  0.433507  /  0.133638
(byte: 08 | bit: 0 | Sbox_index: 21 | index: 89063 | nb shares: 3)  b7 =>  0.197523  /  0.119296
(byte: 08 | bit: 0 | Sbox_index: 22 | index: 89132 | nb shares: 3)  b7 =>  0.316167  /  0.103651
(byte: 08 | bit: 0 | Sbox_index: 23 | index: 89013 | nb shares: 3)  b7 =>  0.387875  /  0.157106
(byte: 08 | bit: 0 | Sbox_index: 24 | index: 89063 | nb shares: 3)  b7 =>  0.395698  /  0.172751
(byte: 08 | bit: 0 | Sbox_index: 25 | index: 88809 | nb shares: 3)  b7 =>  0.224902  /  0.147979
(byte: 08 | bit: 0 | Sbox_index: 26 | index: 88967 | nb shares: 3)  b7 =>  0.232725  /  0.111473
(byte: 08 | bit: 0 | Sbox_index: 27 | index: 89063 | nb shares: 3)  b7 =>  0.218383  /  0.116688
(byte: 08 | bit: 0 | Sbox_index: 28 | index: 89132 | nb shares: 3)  b7 =>  0.209257  /  0.108866
(byte: 08 | bit: 0 | Sbox_index: 29 | index: 87695 | nb shares: 2)  00 =>  0.088005  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 30 | index: 89013 | nb shares: 3)  b7 =>  0.205346  /  0.127119
(byte: 08 | bit: 0 | Sbox_index: 31 | index: 90339 | nb shares: 2)  00 =>  0.101043  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 32 | index: 89063 | nb shares: 3)  b7 =>  0.223598  /  0.115385
(byte: 08 | bit: 0 | Sbox_index: 33 | index: 89859 | nb shares: 2)  00 =>  0.265319  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 34 | index: 89132 | nb shares: 3)  b7 =>  0.197523  /  0.127119
(byte: 08 | bit: 0 | Sbox_index: 35 | index: 90274 | nb shares: 2)  00 =>  0.158409  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 36 | index: 88809 | nb shares: 3)  b7 =>  0.230117  /  0.119296
(byte: 08 | bit: 0 | Sbox_index: 37 | index: 92728 | nb shares: 6)  00 =>  0.076271  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 38 | index: 88967 | nb shares: 3)  b7 =>  0.232725  /  0.111473
(byte: 08 | bit: 0 | Sbox_index: 39 | index: 95671 | nb shares: 2)  00 =>  0.073664  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 40 | index: 88500 | nb shares: 3)  b7 =>  0.145372  /  0.104954
(byte: 08 | bit: 0 | Sbox_index: 41 | index: 87695 | nb shares: 2)  00 =>  0.099739  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 42 | index: 89063 | nb shares: 3)  b7 =>  0.150587  /  0.106258
(byte: 08 | bit: 0 | Sbox_index: 43 | index: 89437 | nb shares: 2)  00 =>  0.107562  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 44 | index: 89603 | nb shares: 6)  b7 =>  0.133638  /  0.110169
(byte: 08 | bit: 0 | Sbox_index: 45 | index: 77331 | nb shares: 8)  00 =>  0.076271  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 46 | index: 89132 | nb shares: 3)  b7 =>  0.209257  /  0.108866
(byte: 08 | bit: 0 | Sbox_index: 47 | index: 89582 | nb shares: 2)  00 =>  0.249674  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 48 | index: 89013 | nb shares: 3)  b7 =>  0.205346  /  0.127119
(byte: 08 | bit: 0 | Sbox_index: 49 | index: 87765 | nb shares: 10)  00 =>  0.144068  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 50 | index: 89063 | nb shares: 3)  b7 =>  0.223598  /  0.115385
(byte: 08 | bit: 0 | Sbox_index: 51 | index: 89324 | nb shares: 6)  00 =>  0.078879  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 52 | index: 89132 | nb shares: 3)  b7 =>  0.197523  /  0.127119
(byte: 08 | bit: 0 | Sbox_index: 53 | index: 88981 | nb shares: 3)  00 =>  0.084094  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 54 | index: 88809 | nb shares: 3)  b7 =>  0.230117  /  0.119296
(byte: 08 | bit: 0 | Sbox_index: 55 | index: 90621 | nb shares: 6)  00 =>  0.097132  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 56 | index: 88967 | nb shares: 3)  b7 =>  0.232725  /  0.111473
(byte: 08 | bit: 0 | Sbox_index: 57 | index: 81446 | nb shares: 4)  00 =>  0.077575  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 58 | index: 88500 | nb shares: 3)  b7 =>  0.145372  /  0.104954
(byte: 08 | bit: 0 | Sbox_index: 59 | index: 93412 | nb shares: 2)  00 =>  0.080183  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 60 | index: 89063 | nb shares: 3)  b7 =>  0.150587  /  0.106258
(byte: 08 | bit: 0 | Sbox_index: 61 | index: 94320 | nb shares: 12)  00 =>  0.084094  /  0.000000
(byte: 08 | bit: 0 | Sbox_index: 62 | index: 89603 | nb shares: 6)  b7 =>  0.133638  /  0.110169
(byte: 08 | bit: 0 | Sbox_index: 63 | index: 88601 | nb shares: 2)  00 =>  0.103651  /  0.000000
count: 28/64

(byte: 09 | bit: 0 | Sbox_index: 0 | index: 92220 | nb shares: 2)  00 =>  0.097132  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 1 | index: 92837 | nb shares: 3)  00 =>  0.073664  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 2 | index: 95915 | nb shares: 2)  00 =>  0.077575  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 3 | index: 90258 | nb shares: 6)  00 =>  0.073664  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 4 | index: 89399 | nb shares: 2)  00 =>  0.069752  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 5 | index: 91160 | nb shares: 2)  00 =>  0.157106  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 6 | index: 78352 | nb shares: 7)  00 =>  0.074967  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 7 | index: 93031 | nb shares: 2)  00 =>  0.120600  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 8 | index: 81307 | nb shares: 7)  00 =>  0.068449  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 9 | index: 83167 | nb shares: 3)  00 =>  0.068449  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 10 | index: 90727 | nb shares: 2)  00 =>  0.074967  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 11 | index: 82738 | nb shares: 2)  00 =>  0.076271  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 12 | index: 92275 | nb shares: 2)  00 =>  0.194915  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 13 | index: 77260 | nb shares: 2)  00 =>  0.072360  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 14 | index: 89683 | nb shares: 2)  00 =>  0.150587  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 15 | index: 93184 | nb shares: 10)  00 =>  0.078879  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 16 | index: 98514 | nb shares: 2)  00 =>  0.073664  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 17 | index: 81073 | nb shares: 2)  00 =>  0.074967  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 18 | index: 90683 | nb shares: 3)  6b =>  0.421773  /  0.168840
(byte: 09 | bit: 0 | Sbox_index: 19 | index: 89984 | nb shares: 3)  6b =>  0.355280  /  0.204042
(byte: 09 | bit: 0 | Sbox_index: 20 | index: 88936 | nb shares: 3)  6b =>  0.206649  /  0.179270
(byte: 09 | bit: 0 | Sbox_index: 21 | index: 91258 | nb shares: 3)  6b =>  0.215776  /  0.124511
(byte: 09 | bit: 0 | Sbox_index: 22 | index: 91785 | nb shares: 3)  6b =>  0.316167  /  0.121904
(byte: 09 | bit: 0 | Sbox_index: 23 | index: 92056 | nb shares: 3)  6b =>  0.327901  /  0.188396
(byte: 09 | bit: 0 | Sbox_index: 24 | index: 91258 | nb shares: 3)  6b =>  0.443937  /  0.205346
(byte: 09 | bit: 0 | Sbox_index: 25 | index: 91806 | nb shares: 3)  6b =>  0.219687  /  0.149283
(byte: 09 | bit: 0 | Sbox_index: 26 | index: 89553 | nb shares: 3)  6b =>  0.214472  /  0.112777
(byte: 09 | bit: 0 | Sbox_index: 27 | index: 89787 | nb shares: 3)  6b =>  0.239244  /  0.112777
(byte: 09 | bit: 0 | Sbox_index: 28 | index: 91785 | nb shares: 3)  6b =>  0.206649  /  0.119296
(byte: 09 | bit: 0 | Sbox_index: 29 | index: 92837 | nb shares: 3)  00 =>  0.073664  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 30 | index: 91258 | nb shares: 3)  6b =>  0.234029  /  0.110169
(byte: 09 | bit: 0 | Sbox_index: 31 | index: 90258 | nb shares: 6)  00 =>  0.073664  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 32 | index: 89787 | nb shares: 3)  6b =>  0.218383  /  0.127119
(byte: 09 | bit: 0 | Sbox_index: 33 | index: 91160 | nb shares: 2)  00 =>  0.157106  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 34 | index: 91785 | nb shares: 3)  6b =>  0.215776  /  0.111473
(byte: 09 | bit: 0 | Sbox_index: 35 | index: 93031 | nb shares: 2)  00 =>  0.120600  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 36 | index: 90031 | nb shares: 3)  6b =>  0.214472  /  0.128422
(byte: 09 | bit: 0 | Sbox_index: 37 | index: 83167 | nb shares: 3)  00 =>  0.068449  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 38 | index: 89553 | nb shares: 3)  6b =>  0.214472  /  0.112777
(byte: 09 | bit: 0 | Sbox_index: 39 | index: 82738 | nb shares: 2)  00 =>  0.076271  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 40 | index: 89787 | nb shares: 3)  6b =>  0.151890  /  0.123207
(byte: 09 | bit: 0 | Sbox_index: 41 | index: 77260 | nb shares: 2)  00 =>  0.072360  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 42 | index: 89553 | nb shares: 3)  6b =>  0.146675  /  0.116688
(byte: 09 | bit: 0 | Sbox_index: 43 | index: 93184 | nb shares: 10)  00 =>  0.078879  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 44 | index: 89984 | nb shares: 3)  6b =>  0.146675  /  0.112777
(byte: 09 | bit: 0 | Sbox_index: 45 | index: 81073 | nb shares: 2)  00 =>  0.074967  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 46 | index: 91785 | nb shares: 3)  6b =>  0.206649  /  0.119296
(byte: 09 | bit: 0 | Sbox_index: 47 | index: 92220 | nb shares: 2)  00 =>  0.097132  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 48 | index: 91258 | nb shares: 3)  6b =>  0.234029  /  0.110169
(byte: 09 | bit: 0 | Sbox_index: 49 | index: 95915 | nb shares: 2)  00 =>  0.077575  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 50 | index: 89787 | nb shares: 3)  6b =>  0.218383  /  0.127119
(byte: 09 | bit: 0 | Sbox_index: 51 | index: 89399 | nb shares: 2)  00 =>  0.069752  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 52 | index: 91785 | nb shares: 3)  6b =>  0.215776  /  0.111473
(byte: 09 | bit: 0 | Sbox_index: 53 | index: 78352 | nb shares: 7)  00 =>  0.074967  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 54 | index: 90031 | nb shares: 3)  6b =>  0.214472  /  0.128422
(byte: 09 | bit: 0 | Sbox_index: 55 | index: 81307 | nb shares: 7)  00 =>  0.068449  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 56 | index: 89553 | nb shares: 3)  6b =>  0.214472  /  0.112777
(byte: 09 | bit: 0 | Sbox_index: 57 | index: 90727 | nb shares: 2)  00 =>  0.074967  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 58 | index: 89787 | nb shares: 3)  6b =>  0.151890  /  0.123207
(byte: 09 | bit: 0 | Sbox_index: 59 | index: 92275 | nb shares: 2)  00 =>  0.194915  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 60 | index: 89553 | nb shares: 3)  6b =>  0.146675  /  0.116688
(byte: 09 | bit: 0 | Sbox_index: 61 | index: 89683 | nb shares: 2)  00 =>  0.150587  /  0.000000
(byte: 09 | bit: 0 | Sbox_index: 62 | index: 89984 | nb shares: 3)  6b =>  0.146675  /  0.112777
(byte: 09 | bit: 0 | Sbox_index: 63 | index: 98514 | nb shares: 2)  00 =>  0.073664  /  0.000000
count: 28/64

(byte: 10 | bit: 0 | Sbox_index: 0 | index: 89953 | nb shares: 2)  00 =>  0.158409  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 1 | index: 89953 | nb shares: 2)  00 =>  0.227510  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 2 | index: 92726 | nb shares: 2)  00 =>  0.073664  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 3 | index: 93309 | nb shares: 3)  00 =>  0.084094  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 4 | index: 88978 | nb shares: 2)  00 =>  0.102347  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 5 | index: 87293 | nb shares: 2)  00 =>  0.301825  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 6 | index: 83112 | nb shares: 3)  00 =>  0.078879  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 7 | index: 93139 | nb shares: 2)  00 =>  0.115385  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 8 | index: 100855 | nb shares: 5)  00 =>  0.078879  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 9 | index: 88954 | nb shares: 6)  00 =>  0.082790  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 10 | index: 87890 | nb shares: 3)  00 =>  0.078879  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 11 | index: 95672 | nb shares: 2)  00 =>  0.189700  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 12 | index: 92969 | nb shares: 2)  00 =>  0.127119  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 13 | index: 85101 | nb shares: 3)  00 =>  0.069752  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 14 | index: 90639 | nb shares: 2)  00 =>  0.282269  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 15 | index: 92598 | nb shares: 2)  00 =>  0.112777  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 16 | index: 92158 | nb shares: 2)  00 =>  0.082790  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 17 | index: 82085 | nb shares: 4)  00 =>  0.072360  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 18 | index: 94203 | nb shares: 3)  c8 =>  0.408735  /  0.176662
(byte: 10 | bit: 0 | Sbox_index: 19 | index: 91301 | nb shares: 3)  c8 =>  0.413950  /  0.155802
(byte: 10 | bit: 0 | Sbox_index: 20 | index: 94638 | nb shares: 3)  c8 =>  0.432203  /  0.200130
(byte: 10 | bit: 0 | Sbox_index: 21 | index: 90579 | nb shares: 3)  c8 =>  0.167536  /  0.121904
(byte: 10 | bit: 0 | Sbox_index: 22 | index: 90539 | nb shares: 3)  c8 =>  0.320078  /  0.114081
(byte: 10 | bit: 0 | Sbox_index: 23 | index: 94444 | nb shares: 3)  c8 =>  0.278357  /  0.170143
(byte: 10 | bit: 0 | Sbox_index: 24 | index: 90579 | nb shares: 3)  c8 =>  0.389179  /  0.181877
(byte: 10 | bit: 0 | Sbox_index: 25 | index: 93374 | nb shares: 3)  c8 =>  0.227510  /  0.159713
(byte: 10 | bit: 0 | Sbox_index: 26 | index: 93309 | nb shares: 3)  c8 =>  0.215776  /  0.137549
(byte: 10 | bit: 0 | Sbox_index: 27 | index: 91301 | nb shares: 3)  c8 =>  0.207953  /  0.129726
(byte: 10 | bit: 0 | Sbox_index: 28 | index: 90539 | nb shares: 3)  c8 =>  0.209257  /  0.134941
(byte: 10 | bit: 0 | Sbox_index: 29 | index: 89953 | nb shares: 2)  00 =>  0.227510  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 30 | index: 90579 | nb shares: 3)  c8 =>  0.187093  /  0.115385
(byte: 10 | bit: 0 | Sbox_index: 31 | index: 93309 | nb shares: 3)  00 =>  0.084094  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 32 | index: 90579 | nb shares: 3)  c8 =>  0.198827  /  0.112777
(byte: 10 | bit: 0 | Sbox_index: 33 | index: 87293 | nb shares: 2)  00 =>  0.301825  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 34 | index: 90539 | nb shares: 3)  c8 =>  0.231421  /  0.111473
(byte: 10 | bit: 0 | Sbox_index: 35 | index: 93139 | nb shares: 2)  00 =>  0.115385  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 36 | index: 93374 | nb shares: 3)  c8 =>  0.241851  /  0.124511
(byte: 10 | bit: 0 | Sbox_index: 37 | index: 88954 | nb shares: 6)  00 =>  0.082790  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 38 | index: 93309 | nb shares: 3)  c8 =>  0.215776  /  0.137549
(byte: 10 | bit: 0 | Sbox_index: 39 | index: 95672 | nb shares: 2)  00 =>  0.189700  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 40 | index: 94638 | nb shares: 3)  c8 =>  0.147979  /  0.117992
(byte: 10 | bit: 0 | Sbox_index: 41 | index: 85101 | nb shares: 3)  00 =>  0.069752  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 42 | index: 90539 | nb shares: 3)  c8 =>  0.147979  /  0.136245
(byte: 10 | bit: 0 | Sbox_index: 43 | index: 92598 | nb shares: 2)  00 =>  0.112777  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 44 | index: 91301 | nb shares: 3)  c8 =>  0.157106  /  0.107562
(byte: 10 | bit: 0 | Sbox_index: 45 | index: 82085 | nb shares: 4)  00 =>  0.072360  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 46 | index: 90539 | nb shares: 3)  c8 =>  0.209257  /  0.134941
(byte: 10 | bit: 0 | Sbox_index: 47 | index: 89953 | nb shares: 2)  00 =>  0.158409  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 48 | index: 90579 | nb shares: 3)  c8 =>  0.187093  /  0.115385
(byte: 10 | bit: 0 | Sbox_index: 49 | index: 92726 | nb shares: 2)  00 =>  0.073664  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 50 | index: 90579 | nb shares: 3)  c8 =>  0.198827  /  0.112777
(byte: 10 | bit: 0 | Sbox_index: 51 | index: 88978 | nb shares: 2)  00 =>  0.102347  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 52 | index: 90539 | nb shares: 3)  c8 =>  0.231421  /  0.111473
(byte: 10 | bit: 0 | Sbox_index: 53 | index: 83112 | nb shares: 3)  00 =>  0.078879  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 54 | index: 93374 | nb shares: 3)  c8 =>  0.241851  /  0.124511
(byte: 10 | bit: 0 | Sbox_index: 55 | index: 100855 | nb shares: 5)  00 =>  0.078879  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 56 | index: 93309 | nb shares: 3)  c8 =>  0.215776  /  0.137549
(byte: 10 | bit: 0 | Sbox_index: 57 | index: 87890 | nb shares: 3)  00 =>  0.078879  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 58 | index: 94638 | nb shares: 3)  c8 =>  0.147979  /  0.117992
(byte: 10 | bit: 0 | Sbox_index: 59 | index: 92969 | nb shares: 2)  00 =>  0.127119  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 60 | index: 90539 | nb shares: 3)  c8 =>  0.147979  /  0.136245
(byte: 10 | bit: 0 | Sbox_index: 61 | index: 90639 | nb shares: 2)  00 =>  0.282269  /  0.000000
(byte: 10 | bit: 0 | Sbox_index: 62 | index: 91301 | nb shares: 3)  c8 =>  0.157106  /  0.107562
